jetson_timestamp_local,jetson_uptime_s,cpu_util_pct,gpu_util_pct,mem_used_mb,cpu_temp_c,gpu_temp_c,fan_rpm,bus_voltage_v,bus_current_a,power_w,net_tx_kbps,net_rx_kbps,camera_fps,pipeline_latency_ms,storage_write_mb_s
2026-03-02T09:59:00+02:00,0.0,39.86229265924492,43.5906523404457,2995.3328285024745,58.636823849776505,59.76239190906188,1978.8026245133594,19.142567183943225,0.8748404701508772,16.52748857555923,166.08149736639137,346.18310609165485,30.09950105632067,60.678037861921794,4.222875587250926
2026-03-02T09:59:00.500075+02:00,0.5,41.56672504745404,35.85207877986557,3000.0215759652524,59.30460097427315,57.42127485491736,2090.396507526135,19.056945142140584,0.9937842569922878,18.155168420522575,209.99786323487558,369.05859780059956,29.621341043814052,55.60447087488551,4.486517002928742
2026-03-02T09:59:01.000150+02:00,1.0,48.71009262224427,44.09158486642305,3100.549003428713,62.68975075276807,60.11596232491396,2315.0395446888333,19.172953321456543,0.9188711093770019,16.894534728134243,268.8618069477661,382.1095385350119,29.698508645578602,60.950661311219186,7.568795892758488
2026-03-02T09:59:01.500225+02:00,1.5,55.86027706079741,48.82394518702366,3060.735532247581,65.60133821259818,63.594934157133494,2398.3309298753147,19.14220488737898,0.9886329166445847,18.137471409862766,261.39559908913435,335.1339007417589,31.073724154912217,63.19585529689955,7.571128908690868
2026-03-02T09:59:02.000300+02:00,2.0,53.98928032964828,45.267904761293,3062.3932035049957,65.4053093887593,62.15638706258976,2459.3237063547763,19.0278085172191,0.8114890174482119,15.90302628618533,236.7150818516374,261.7718497838405,30.30246270412542,64.29652282229358,9.217331074308879
2026-03-02T09:59:02.500375+02:00,2.5,53.12790669911065,41.83630294275564,3079.5854041995444,63.64214175293785,59.76606116836718,2348.1608239151124,19.13428289129988,0.9364683548294571,18.26308511373439,192.80713014088053,368.6529548217845,29.81320507957268,69.89064534591964,9.116621026526838
2026-03-02T09:59:03.000450+02:00,3.0,49.425202896648095,38.528631379143576,3015.3149855672277,63.63430906427171,59.59995537633528,2365.4679141443858,19.136627374345945,0.9126916886091382,17.399472504123242,183.01874963272581,432.7083118524438,30.418761690754753,68.95326635788999,8.5172151300143
2026-03-02T09:59:03.500525+02:00,3.5,46.15073786888651,39.26354417927573,3063.9679333221575,60.93181202024545,58.34562923887203,2210.6538421905334,19.113430557543687,0.8906547556008167,16.07536450941154,188.01712809503687,405.58476368922504,30.392012309422554,70.86522663440012,8.787175905317849
2026-03-02T09:59:04.000600+02:00,4.0,45.413018682730915,33.138293873304704,3069.2134198477597,61.319240397448226,56.713295680009324,2153.5973345109405,19.04437961874738,0.9537880480196926,18.273874320006513,273.16605981197836,321.14440205228385,30.939482408131962,71.98975579814241,7.001269778759833
2026-03-02T09:59:04.500675+02:00,4.5,51.55704595786196,50.00791880121004,3130.951742168335,63.18847270326386,63.46688606022241,2264.871699042149,19.0525840805369,1.0508024272094818,19.66538342487633,274.0601825606803,270.8155016687278,30.78241511036298,71.38824578735212,6.057483813643313
2026-03-02T09:59:05.000750+02:00,5.0,50.32236375911581,50.898774622470924,3258.5007009973774,61.88843693463149,64.81247241705987,2243.073636538368,19.12792018095043,1.1508790072364075,21.70342861509121,233.76837708638095,324.6944160240655,30.859790787935292,74.418353998542,4.342113884206648
2026-03-02T09:59:05.500825+02:00,5.5,50.834929255938185,48.432493751412935,3283.9493181513303,64.0180155081546,61.81022376621141,2414.190370276801,19.124585213924988,1.1018831547603234,20.79219421936605,177.39121812367608,397.4210788917866,30.73581556817169,73.31273102093935,3.1096562690546423
2026-03-02T09:59:06.000900+02:00,6.0,52.574054066287275,51.39419838261896,3316.631418298681,63.14877802703735,63.94819347304892,2342.222466094322,19.03277224222816,1.1695440495019218,21.81050656090206,192.18316626040988,366.4560694829336,30.881607109498283,71.41408470862044,4.5968192157381615
2026-03-02T09:59:06.500975+02:00,6.5,32.98240133480795,44.4350428779513,3329.7547768060003,56.63060849147019,60.712056979893156,1938.5955818538187,19.005066488247444,0.939800030167834,18.70731300427863,248.34668789293386,315.26939068511746,30.937964661666523,67.86412141762405,6.7700988289951844
2026-03-02T09:59:07.001050+02:00,7.0,47.29295327066447,41.84275716580471,3309.9618713704112,61.45650081099444,59.46011220813267,2245.0484383825196,19.177914758429147,0.9126128916476812,17.90585056383853,276.611219093823,257.3837713831318,31.056655055405678,69.42450135147448,6.544240347727589
2026-03-02T09:59:07.501125+02:00,7.5,41.82965417870243,41.07284111602308,3294.592279370345,60.520082424288226,60.461372100986196,2216.1687815001724,19.054381498899303,1.0697853887970843,20.499720723429505,270.448061631743,405.15880526096583,31.317802523278107,65.78835059028722,8.879705620085707
2026-03-02T09:59:08.001200+02:00,8.0,45.64476899464121,60.42438304319219,3385.8725149703478,60.185386113645,65.52905026516461,2137.897176965451,19.081298455661127,1.1164375854282527,21.783223374341606,217.6405662001242,398.13448286322915,31.523288207044587,62.03049134999699,9.192108844617069
2026-03-02T09:59:08.501275+02:00,8.5,43.65936542509655,59.14664550348503,3411.3387142590364,61.70459584369204,65.92832317968248,2257.7155712466465,19.075859686072864,1.1548866329243181,22.069531434560048,130.2749652017389,401.26835339857246,30.934065684471772,55.6865016156235,9.162733945567071
2026-03-02T09:59:09.001350+02:00,9.0,56.24303278078981,59.90621357481577,3351.7888534888375,64.5466721539708,67.69396858134895,2430.1851462581403,19.016651269588895,1.1828905262077323,22.782046394636957,216.12054661508404,349.46981515440217,31.087647842635857,55.28959314860434,7.9254583815700315
2026-03-02T09:59:09.501425+02:00,9.5,58.368164022124745,41.632078047113914,3303.8771136308414,65.35964680453587,61.18564167196889,2591.8746592173225,18.991802995351414,1.1355859118668599,21.204990112158406,250.28257663757518,275.710445805165,31.33455990864031,57.4719785860296,7.504443557744121
